Proj ID,Status,Title,RDC,Start Year,End Year,PI,Data Name,Data Code
9,Completed,"The Decennial Employee-Employer Database: Construction, Assessment, and Application to the Study of Residential and Labor Market Segregation",Washington,2001,2005,Judith K Hellerstein,Standard Statistical Establishment Listing,SSL
9,Completed,"The Decennial Employee-Employer Database: Construction, Assessment, and Application to the Study of Residential and Labor Market Segregation",Washington,2001,2005,Judith K Hellerstein,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
11,Completed,Productivity Dynamics and Capital Adjustment Patterns in U.S. Food and Kindred Product Industry: Plant and Firm Level Analysis,CMU,2000,2001,Pinar Celikkol Geylani,Annual Survey of Manufactures,ASM
11,Completed,Productivity Dynamics and Capital Adjustment Patterns in U.S. Food and Kindred Product Industry: Plant and Firm Level Analysis,CMU,2000,2001,Pinar Celikkol Geylani,Census of Manufactures,CMF
13,Completed,Evaluating the Economic Impact of an Economic Development Program: Measuring the Performance of the Manufacturing Extension Partnership,Michigan,2001,2002,Dean M Prestegaard,Annual Survey of Manufactures,ASM
13,Completed,Evaluating the Economic Impact of an Economic Development Program: Measuring the Performance of the Manufacturing Extension Partnership,Michigan,2001,2002,Dean M Prestegaard,Census of Manufactures,CMF
13,Completed,Evaluating the Economic Impact of an Economic Development Program: Measuring the Performance of the Manufacturing Extension Partnership,Michigan,2001,2002,Dean M Prestegaard,Longitudinal Business Database - No Revenue,LBD
18,Completed,Do Plants Change Their Productivity and Wage Rankings?,Michigan,2006,2006,Edith A Wiarda,Census of Manufactures,CMF
22,Completed,Firm Inventory Behavior and the Returns from Infrastructure Investment,UCLA,2003,2004,Chad Shirley,Annual Survey of Manufactures,ASM
22,Completed,Firm Inventory Behavior and the Returns from Infrastructure Investment,UCLA,2003,2004,Chad Shirley,Census of Manufactures,CMF
23,Completed,Does a Rising Tide of Small Business Jobs Lift All Boats?,Washington,2000,2001,David C Ribar,Longitudinal Business Database - No Revenue,LBD
26,Completed,Firms and Layoffs: The Impact of Unionization on Involuntary Job Loss,Triangle,2001,2001,Vanessa V Tinsley,Non-Employer Business Register,NBR
28,Completed,Estimating the Cost Saving from Incentive-Based Environmental Policy When Cost Are Heterogeneous,Washington,2002,2004,Jhih-shyang Shih,Annual Survey of Manufactures,ASM
28,Completed,Estimating the Cost Saving from Incentive-Based Environmental Policy When Cost Are Heterogeneous,Washington,2002,2004,Jhih-shyang Shih,Census of Manufactures,CMF
28,Completed,Estimating the Cost Saving from Incentive-Based Environmental Policy When Cost Are Heterogeneous,Washington,2002,2004,Jhih-shyang Shih,Manufacturing Energy Consumption Survey,MECS
28,Completed,Estimating the Cost Saving from Incentive-Based Environmental Policy When Cost Are Heterogeneous,Washington,2002,2004,Jhih-shyang Shih,Survey of Pollution Abatement Costs and Expenditures,PAC
29,Completed,How many melting pots?,UCLA,2002,2003,Vincent K Fu,Decennial Census,CEN
36,Completed,Evaluation of New Service Firm Entries in the SSEL and Analysis of Regional Differences in their Entry Rates,Washington,2001,2002,Catherine Armington,Standard Statistical Establishment Listing,SSL
44,Completed,"""Marrying Out"" and Fitting In: Interracial Households, Residential Segregation and the Identity of Multiracial Children",UCLA,2001,2004,John Mark Ellis,Decennial Census,CEN
51,Completed,STUDIES TO ASSESS THE QUALITY AND IMPROVE THE RESULTS OF THE MEDICAL EXPENDITURE PANEL SURVEY-INSURANCE COMPONENT,Washington,2000,2001,John P Sommers,Medical Expenditure Panel Survey - Insurance Component: AHRQ Version,AHR
52,Completed,Can the Location of Labor Intensive Manufacturing Account for the Employment of Foreign-Born Workers in the US?,Berkeley,2001,2001,Ethan G Lewis,Annual Survey of Manufactures,ASM
52,Completed,Can the Location of Labor Intensive Manufacturing Account for the Employment of Foreign-Born Workers in the US?,Berkeley,2001,2001,Ethan G Lewis,Census of Manufactures,CMF
53,Completed,"Covering Kids: Evaluating Efforts to the Reduce the Number of Uninsured Children, Evidence from CHIP",UCLA,2001,2001,Anna Aizer,Current Population Survey March Supplement,CPS
54,Completed,Efficiency of Internal Capital Markets,Boston,2002,2002,Antoinette Schoar,Annual Survey of Manufactures,ASM
54,Completed,Efficiency of Internal Capital Markets,Boston,2002,2002,Antoinette Schoar,Census of Manufactures,CMF
55,Completed,Disaggregated Impacts of Highway Infrastructure on Regional Investment and Productivity,Washington,2002,2002,David Burress,Annual Survey of Manufactures,ASM
55,Completed,Disaggregated Impacts of Highway Infrastructure on Regional Investment and Productivity,Washington,2002,2002,David Burress,Census of Manufactures,CMF
56,Completed,Evaluating the Costs to Firms of the Toxics Release Inventory,Boston,2001,2004,Linda T Bui,Annual Survey of Manufactures,ASM
56,Completed,Evaluating the Costs to Firms of the Toxics Release Inventory,Boston,2001,2004,Linda T Bui,Census of Manufactures,CMF
56,Completed,Evaluating the Costs to Firms of the Toxics Release Inventory,Boston,2001,2004,Linda T Bui,Survey of Pollution Abatement Costs and Expenditures,PAC
56,Completed,Evaluating the Costs to Firms of the Toxics Release Inventory,Boston,2001,2004,Linda T Bui,Standard Statistical Establishment Listing,SSL
57,Completed,"Explaining Home Bias in Consumption: Production Location, Magnification, and Hysteresis",Washington,2001,2001,Russell Hillberry,Commodity Flow Survey,CFS
57,Completed,"Explaining Home Bias in Consumption: Production Location, Magnification, and Hysteresis",Washington,2001,2001,Russell Hillberry,Census of Manufactures,CMF
57,Completed,"Explaining Home Bias in Consumption: Production Location, Magnification, and Hysteresis",Washington,2001,2001,Russell Hillberry,Census of Mining,CMI
66,Completed,Evaluating and Enhancing the MEPS-IC as a Source of Policy Relevant Estimates,Washington,2001,2002,Jessica P Vistnes,Medical Expenditure Panel Survey - Insurance Component,MEP
69,Completed,Using the Economic Census to Study the Arts Sector,Washington,2001,2002,Thomas H Pollak,Census of Services,CSR
70,Completed,Using Matched Employer-Employee Data to Examine Labor Market Dynamics and the Quality of SIPP/CPS Data,UCLA,2003,2007,Andrew K Hildreth,Medicaid Eligibility Database System - California,MED
70,Completed,Using Matched Employer-Employee Data to Examine Labor Market Dynamics and the Quality of SIPP/CPS Data,UCLA,2003,2007,Andrew K Hildreth,Unemployment Insurance-Base Wage File -- California,UIW-CA
71,Completed,Human Capital Externalities & the Investment Decision of US Manufacturing Firms,UCLA,2002,2002,Enrico Moretti,Annual Survey of Manufactures,ASM
71,Completed,Human Capital Externalities & the Investment Decision of US Manufacturing Firms,UCLA,2002,2002,Enrico Moretti,Census of Manufactures,CMF
71,Completed,Human Capital Externalities & the Investment Decision of US Manufacturing Firms,UCLA,2002,2002,Enrico Moretti,Survey of Manufacturing Technology,SMT
79,Completed,What is the effect of the cultural environment on the local economy?,Triangle,2001,2002,Shauna M Saunders,Census of Services,CSR
81,Completed,Comparison of the Distributions of Production and Energy Efficiency in Manufacturing.,Washington,2001,2001,Gale A Boyd,Annual Survey of Manufactures,ASM
81,Completed,Comparison of the Distributions of Production and Energy Efficiency in Manufacturing.,Washington,2001,2001,Gale A Boyd,Census of Manufactures,CMF
81,Completed,Comparison of the Distributions of Production and Energy Efficiency in Manufacturing.,Washington,2001,2001,Gale A Boyd,Manufacturing Energy Consumption Survey,MECS
82,Completed,"Individual, Situational and Contextual Influences on Official Agency Contacts by Assault Victims:  Implications for Estimating Levels of Assaultive Violence",CMU,2001,2002,Jacqueline Cohen,National Crime Victimization Survey,NCVS
83,Completed,A General Equilibrium Analysis of Urban Labor and Housing Markets,Boston,2002,2006,Stephen L Ross,American Housing Survey,AHS
83,Completed,A General Equilibrium Analysis of Urban Labor and Housing Markets,Boston,2002,2006,Stephen L Ross,Decennial Census,CEN
88,Completed,The Effects of Cigarette Price and Tax Increases on Decisions to Quit Smoking,Cornell,2006,2007,Dean R Lillard,BLS - National Longitudinal Survey (Original Cohorts Geocode),NLS
91,Completed,"Pollution Abatement Spending, Corporate Restructuring, and Environmental Performance",Boston,2001,2005,Wayne Gray,Annual Survey of Manufactures,ASM
91,Completed,"Pollution Abatement Spending, Corporate Restructuring, and Environmental Performance",Boston,2001,2005,Wayne Gray,Census of Manufactures,CMF
91,Completed,"Pollution Abatement Spending, Corporate Restructuring, and Environmental Performance",Boston,2001,2005,Wayne Gray,Survey of Pollution Abatement Costs and Expenditures,PAC
91,Completed,"Pollution Abatement Spending, Corporate Restructuring, and Environmental Performance",Boston,2001,2005,Wayne Gray,Standard Statistical Establishment Listing,SSL
92,Completed,California Immigrant Families and Welfare Reform,Berkeley,2002,2005,Henry E Brady,Medicaid Eligibility Database System - California,MED
92,Completed,California Immigrant Families and Welfare Reform,Berkeley,2002,2005,Henry E Brady,Unemployment Insurance-Base Wage File -- California,UIW-CA
98,Completed,Universities Impacts on Agricultural Biotechnology Innovations,Berkeley,2001,2003,Steven Buccola,Annual Survey of Manufactures,ASM
98,Completed,Universities Impacts on Agricultural Biotechnology Innovations,Berkeley,2001,2003,Steven Buccola,Census of Manufactures,CMF
98,Completed,Universities Impacts on Agricultural Biotechnology Innovations,Berkeley,2001,2003,Steven Buccola,Survey of Industrial Research and Development,SIRD
98,Completed,Universities Impacts on Agricultural Biotechnology Innovations,Berkeley,2001,2003,Steven Buccola,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
99,Completed,Using the ACS for an ecological study of grandparents raising grandchildren,Washington,2001,2003,Meredith A Minkler,American Community Survey,ACS
100,Completed,Survey Data on Capacity Utilization and Plant Work Patterns in U.S. Manufacturing,Washington,2001,2004,Kimberly N Bayard,Annual Survey of Manufactures,ASM
100,Completed,Survey Data on Capacity Utilization and Plant Work Patterns in U.S. Manufacturing,Washington,2001,2004,Kimberly N Bayard,Census of Manufactures,CMF
100,Completed,Survey Data on Capacity Utilization and Plant Work Patterns in U.S. Manufacturing,Washington,2001,2004,Kimberly N Bayard,Survey of Plant Capacity Utilization,PCU
100,Completed,Survey Data on Capacity Utilization and Plant Work Patterns in U.S. Manufacturing,Washington,2001,2004,Kimberly N Bayard,Survey of Manufacturing Technology,SMT
106,Completed,WO98-02  Input Database for a Pension and Retirement Income Microsimulation Model,Washington,2000,2000,Ann C Schatzer,Current Population Survey March Supplement,CPS
108,Completed,BR98-10  The Causes and Consequences of Job Destruction,Boston,1998,1998,Robert K Triest,Annual Survey of Manufactures,ASM
109,Completed,WO98-05  THE DIFFERENTIAL IMPACT OF SOCIAL SECURITY REFORM ON MINORITIES,Washington,1998,1999,Alicia P Cackley,Survey of Income and Program Participation - Longitudinal,SIP-LON
109,Completed,WO98-05  THE DIFFERENTIAL IMPACT OF SOCIAL SECURITY REFORM ON MINORITIES,Washington,1998,1999,Alicia P Cackley,Survey of Income and Program Participation (SIPP) Panels,SIPP
110,Completed,CM98-06  Spillovers from Large Manufacturing Plants in the U.S. & Pennsylvania,CMU,1998,1998,J Bradford Jensen,Annual Survey of Manufactures,ASM
110,Completed,CM98-06  Spillovers from Large Manufacturing Plants in the U.S. & Pennsylvania,CMU,1998,1998,J Bradford Jensen,Census of Manufactures,CMF
111,Completed,"BR98-04  An Analysis of the Marginal Willingness to Pay for Air Quality in the U.S., 1974-93",Boston,1998,2001,Wayne Gray,Census of Manufactures,CMF
114,Completed,WO98-10  Food Stamp Participation and the Employment Prospects of Low-Skill Workers,Washington,1999,2001,David C Ribar,Quarterly Financial Report,QFR
115,Completed,"WO00-01-01  Determinants of Business Growth and Survival: the Role of Gender, Race and Ethnicity",Washington,1999,2000,Alicia Robb,Survey of Business Owners,SBO
116,Completed,WO00-01-02  Survival Rates of New Firms/Firm Life Cycles,Washington,1999,1999,Brian Headd,Annual Survey of Manufactures,ASM
118,Completed,BR98-08  Productivity and Wage Gain from Workplace Innovation,Boston,1999,2001,Lisa M Lynch,Census of Retail Trade,CRT
120,Completed,WO99-12-02  HUBZones Eligibility Study: Linking Worker Residence and Firm Location to Understand Firm Survival and Job Creation,Washington,1999,2000,Ann C Schatzer,American Housing Survey,AHS
123,Completed,LA99-01  Estimating R&D Spillovers in the US Pharmaceutical Industry,UCLA,1999,1999,Ann C Schatzer,Survey of Industrial Research and Development,SIRD
126,Completed,WO99-02-01  Location and Wage Rates of Foreign-Owned Establishments,Washington,1998,1999,Ann C Schatzer,Census of Manufactures,CMF
127,Completed,WO00-07  U.S. Geographical Diversity in Business Entry Rates,Washington,1999,1999,Catherine Armington,Annual Survey of Manufactures,ASM
128,Completed,WO99-03-01  (BR98-09) Information Technology & Cities,Boston,1999,2000,Ann C Schatzer,Survey of Manufacturing Technology,SMT
129,Completed,"LA99-02  Transportation Policy, Firm Inventory Behavior, and Productivity Growth",UCLA,1999,1999,Chad Shirley,Annual Survey of Manufactures,ASM
129,Completed,"LA99-02  Transportation Policy, Firm Inventory Behavior, and Productivity Growth",UCLA,1999,1999,Chad Shirley,Census of Manufactures,CMF
134,Completed,CM99-07  A Demographic Study of Alternative Household Structures,CMU,1999,2002,Ann C Schatzer,Decennial Census,CEN
137,Completed,"WO99-07  Firm Organization, Managerial Talent & Divisional Investment",Washington,1999,2002,Ann C Schatzer,Annual Capital Expenditures Survey,ACE
138,Completed,WO99-08  Investment in Equipment & R&D,Washington,1999,1999,James D Adams,Survey of Industrial Research and Development,SIRD
139,Completed,WO99-09  Specialization of Cities,Washington,1999,2000,Thomas J Holmes,Census of Wholesale Trade,CWH
145,Completed,The Impact of Violence on Neighborhood Business Activity,CMU,2002,2002,Robert T Greenbaum,Longitudinal Business Database - No Revenue,LBD
146,Completed,"""Estimating the Impact of Union Organization on Establishment Survival and Employment: Evidence from Census and Commercial Market Research Data""",Berkeley,2002,2003,David S Lee,Annual Survey of Manufactures,ASM
146,Completed,"""Estimating the Impact of Union Organization on Establishment Survival and Employment: Evidence from Census and Commercial Market Research Data""",Berkeley,2002,2003,David S Lee,Census of Manufactures,CMF
146,Completed,"""Estimating the Impact of Union Organization on Establishment Survival and Employment: Evidence from Census and Commercial Market Research Data""",Berkeley,2002,2003,David S Lee,Standard Statistical Establishment Listing,SSL
150,Completed,"The Effects of Spatial Accessibility On Employment and Wages by Race, Ethnicity, and Sex",UCLA,2001,2002,Virginia L Parks,Decennial Census,CEN
151,Completed,Welfare Reform and Migration:  Moving to Benefits/Moving from Restrictions?,Washington,2007,2011,Deborah R Graefe,Survey of Income and Program Participation (SIPP) Panels,SIPP
152,Completed,Estimates of Social Security,Washington,2001,2002,Alicia P Cackley,Survey of Income and Program Participation - Longitudinal,SIP-LON
152,Completed,Estimates of Social Security,Washington,2001,2002,Alicia P Cackley,Survey of Income and Program Participation (SIPP) Panels,SIPP
155,Completed,"Trade, Employment, and Inequality: An Investigation of Rural Economic Change",Washington,2002,2003,Robin M Leichenko,Annual Survey of Manufactures,ASM
155,Completed,"Trade, Employment, and Inequality: An Investigation of Rural Economic Change",Washington,2002,2003,Robin M Leichenko,Census of Manufactures,CMF
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Auxiliary Establishment - ES9200,AUX
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Census of Construction Industries,CCN
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,"Census of Finance, Insurance, and Real Estate",CFI
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Commodity Flow Survey,CFS
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Census of Manufactures,CMF
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Census of Mining,CMI
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Census of Retail Trade,CRT
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Census of Services,CSR
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,"Census of Transportation, Communications, and Utilities",CUT
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Census of Wholesale Trade,CWH
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Longitudinal Business Database - No Revenue,LBD
158,Completed,Oil and Gas Involved Areas Along the U.S. Gulf Coast,Washington,2002,2004,John J Beggs,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
160,Completed,Studies of Homelessness using the National Survey of Homeless Assistance Providers and Clients,Berkeley,2001,2001,Dirk W Early,National Survey of Homeless Assistance Providers and clients,NSH
161,Completed,The Spatial Dynamics of City and Suburban Employment Opportunities,CMU,2002,2002,Robert T Greenbaum,Longitudinal Business Database - No Revenue,LBD
162,Completed,Food Safety Technology and Compliance under Hazard Analysis Critical Control Point Regulation,Washington,2004,2007,Michael E Ollinger,Annual Survey of Manufactures,ASM
162,Completed,Food Safety Technology and Compliance under Hazard Analysis Critical Control Point Regulation,Washington,2004,2007,Michael E Ollinger,Census of Manufactures,CMF
162,Completed,Food Safety Technology and Compliance under Hazard Analysis Critical Control Point Regulation,Washington,2004,2007,Michael E Ollinger,Standard Statistical Establishment Listing,SSL
163,Completed,Longitudinal Analysis of the Earnings and Food Stamp Participation of the Working Poor,Washington,2005,2006,Mary E Farrell,Survey of Income and Program Participation - Longitudinal,SIP-LON
163,Completed,Longitudinal Analysis of the Earnings and Food Stamp Participation of the Working Poor,Washington,2005,2006,Mary E Farrell,Survey of Income and Program Participation (SIPP) Panels,SIPP
167,Completed,The Impact of Workplace and Technological Innovations on the Demand for Less-Skilled Labor: A Study of Three Industries,Berkeley,2003,2005,Ann P Bartel,Annual Survey of Manufactures,ASM
167,Completed,The Impact of Workplace and Technological Innovations on the Demand for Less-Skilled Labor: A Study of Three Industries,Berkeley,2003,2005,Ann P Bartel,Census of Manufactures,CMF
167,Completed,The Impact of Workplace and Technological Innovations on the Demand for Less-Skilled Labor: A Study of Three Industries,Berkeley,2003,2005,Ann P Bartel,Standard Statistical Establishment Listing,SSL
167,Completed,The Impact of Workplace and Technological Innovations on the Demand for Less-Skilled Labor: A Study of Three Industries,Berkeley,2003,2005,Ann P Bartel,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
170,Completed,The Role of Alternative Opportunities in the Female Labor Market On Teacher Supply and Quality: 1940-1990,UCLA,2002,2004,Marigee Bacolod,BLS - National Longitudinal Survey (Original Cohorts Geocode),NLS
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Annual Survey of Manufactures,ASM
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Census of Construction Industries,CCN
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,"Census of Finance, Insurance, and Real Estate",CFI
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Census of Manufactures,CMF
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Census of Retail Trade,CRT
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Census of Services,CSR
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Census of Wholesale Trade,CWH
171,Completed,Establishment Human Resource Practices,Washington,2002,2005,William H Carter,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
174,Completed,"Investment, Risk and R&D",Washington,2003,2003,James D Adams,Annual Survey of Manufactures,ASM
174,Completed,"Investment, Risk and R&D",Washington,2003,2003,James D Adams,Census of Manufactures,CMF
174,Completed,"Investment, Risk and R&D",Washington,2003,2003,James D Adams,Survey of Industrial Research and Development,SIRD
177,Completed,Multi-year Measures of Income and Poverty,Boston,2002,2004,Jeffrey B Liebman,Standard Statistical Establishment Listing,SSL
177,Completed,Multi-year Measures of Income and Poverty,Boston,2002,2004,Jeffrey B Liebman,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
183,Completed,Specialization and Organization in Legal Services,Chicago,2002,2004,Thomas Hubbard,Census of Manufactures,CMF
183,Completed,Specialization and Organization in Legal Services,Chicago,2002,2004,Thomas Hubbard,Census of Services,CSR
183,Completed,Specialization and Organization in Legal Services,Chicago,2002,2004,Thomas Hubbard,Longitudinal Business Database - No Revenue,LBD
183,Completed,Specialization and Organization in Legal Services,Chicago,2002,2004,Thomas Hubbard,Standard Statistical Establishment Listing,SSL
188,Completed,"Family Resources, Race, and Small Business Outcomes",Washington,2002,2003,Robert W Fairlie,Survey of Business Owners,SBO
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Annual Survey of Manufactures,ASM
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Auxiliary Establishment - ES9200,AUX
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Business Expenditures Survey,BES
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Census of Manufactures,CMF
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Census of Services,CSR
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Enterprise Summary Report - ES9100 (large company),ESR
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Longitudinal Business Database - No Revenue,LBD
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Standard Statistical Establishment Listing,SSL
189,Completed,"Location, growth, and productivity in the manufacturing and service sectors",Boston,2002,2005,Vernon Henderson,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
192,Completed,Recruitment into Minority and Immigrant Neighborhoods and Jobs,UCLA,2000,2003,John R Logan,Decennial Census,CEN
194,Completed,Community Variation in Victim Crime Reporting: A Multilevel Analysis Using Data from the Area-Identified NCVS,Chicago,2001,2003,Eric P Baumer,National Crime Victimization Survey,NCVS
195,Completed,The Impact of Welfare Reform on Female Headship Decisions: A Supplementary Data Request,Boston,2002,2004,John M Fitzgerald,Survey of Income and Program Participation (SIPP) Panels,SIPP
202,Completed,An Examination of Adoption and Utilization of Electronic Commerce Technologies within US Firms,Triangle,2008,2011,Raja P Velu,Annual Capital Expenditures Survey,ACE
202,Completed,An Examination of Adoption and Utilization of Electronic Commerce Technologies within US Firms,Triangle,2008,2011,Raja P Velu,Annual Survey of Manufactures,ASM
202,Completed,An Examination of Adoption and Utilization of Electronic Commerce Technologies within US Firms,Triangle,2008,2011,Raja P Velu,Census of Manufactures,CMF
202,Completed,An Examination of Adoption and Utilization of Electronic Commerce Technologies within US Firms,Triangle,2008,2011,Raja P Velu,Compustat-SSEL Bridge,CSB
202,Completed,An Examination of Adoption and Utilization of Electronic Commerce Technologies within US Firms,Triangle,2008,2011,Raja P Velu,Survey of Manufacturing Technology,SMT
204,Completed,"Workplace Innovation, Business Performance, and Labor Market Outcomes",Boston,2002,2006,Lisa M Lynch,Annual Survey of Manufactures,ASM
204,Completed,"Workplace Innovation, Business Performance, and Labor Market Outcomes",Boston,2002,2006,Lisa M Lynch,Census of Manufactures,CMF
209,Completed,"Prospects for Los Angeles in an Era of Globalization: Structural Economic Change, Employment Issues and Policy",UCLA,2004,2005,David Rigby,Decennial Census,CEN
209,Completed,"Prospects for Los Angeles in an Era of Globalization: Structural Economic Change, Employment Issues and Policy",UCLA,2004,2005,David Rigby,Census of Manufactures,CMF
209,Completed,"Prospects for Los Angeles in an Era of Globalization: Structural Economic Change, Employment Issues and Policy",UCLA,2004,2005,David Rigby,Longitudinal Business Database - No Revenue,LBD
209,Completed,"Prospects for Los Angeles in an Era of Globalization: Structural Economic Change, Employment Issues and Policy",UCLA,2004,2005,David Rigby,Standard Statistical Establishment Listing,SSL
215,Completed,An Evaluation of Structural Change in U.S. Dairy Processing:  Plant Level Analyses of the Production of Manufactured Dairy Products,Chicago,2002,2004,Brian W Gould,Annual Survey of Manufactures,ASM
215,Completed,An Evaluation of Structural Change in U.S. Dairy Processing:  Plant Level Analyses of the Production of Manufactured Dairy Products,Chicago,2002,2004,Brian W Gould,Census of Manufactures,CMF
